product_id,sku,product_name,category,price,is_active,tags,specs
147,MONITOR-147,モニタータイプPro,PC周辺機器,15700,true,"{""monitor"",""display"",""work"",""desk_setup""}","{""color"":""navy"",""warranty_months"":12,""weight_g"":2197}"
148,YOGA_MAT-148,ヨガマットタイプPro,スポーツ用品,4300,true,"{""sports"",""office""}","{""color"":""navy"",""warranty_months"":0,""weight_g"":4649}"
149,SHELF-149,本棚タイプLite,家具,10800,true,"{""storage"",""work"",""camera""}","{""color"":""gray"",""warranty_months"":24,""weight_g"":1005}"
150,SPEAKER-150,PCスピーカータイプA,PC周辺機器,2900,true,"{""audio"",""gadget"",""cooking""}","{""color"":""black"",""warranty_months"":0,""weight_g"":1973}"
151,NOTEBOOK-151,ノートセットタイプB,文房具,1100,true,"{""office"",""game""}","{""color"":""navy"",""warranty_months"":36,""weight_g"":1315}"
152,SNACK-152,お菓子詰め合わせタイプA,食品,2700,true,"{""food"",""chair""}","{""color"":""black"",""warranty_months"":12,""weight_g"":1829}"
153,KETTLE-153,電気ケトルタイプPro,家電,4500,true,"{""kitchen"",""gadget"",""desk_setup""}","{""color"":""gray"",""warranty_months"":36,""weight_g"":2988}"
154,KEYBOARD-154,キーボードタイプPro,PC周辺機器,6500,true,"{""keyboard"",""gadget"",""desk_setup""}","{""color"":""navy"",""warranty_months"":0,""weight_g"":1787}"
155,KNIFE-155,包丁セットタイプA,キッチン用品,4100,true,"{""kitchen"",""office""}","{""color"":""white"",""warranty_months"":36,""weight_g"":1731}"
156,MONITOR-156,モニタータイプLite,PC周辺機器,25600,true,"{""monitor"",""display"",""work"",""office""}","{""color"":""gray"",""warranty_months"":6,""weight_g"":4932}"
157,MOUSE-157,マウスタイプC,PC周辺機器,4200,true,"{""wireless"",""gadget"",""keyboard""}","{""color"":""gray"",""warranty_months"":6,""weight_g"":950}"
158,MOUSE-158,マウスタイプB,PC周辺機器,1500,true,"{""wireless"",""gadget"",""office""}","{""color"":""gray"",""warranty_months"":0,""weight_g"":1477}"
159,CHAIR-159,オフィスチェアタイプA,家具,15200,true,"{""chair"",""office"",""work"",""pet""}","{""color"":""black"",""warranty_months"":0,""weight_g"":3951}"
160,KETTLE-160,電気ケトルタイプC,家電,6200,true,"{""kitchen"",""gadget"",""camera""}","{""color"":""white"",""warranty_months"":36,""weight_g"":405}"
